Age	SLOCStandard	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	SATD	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	CriticalEditDistances	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	
1701	3#3#3#3	0.609095573425293#0.609095573425293#0.609095573425293#0.647373378276825	0.8540253066347346#0.8540253066347346#0.8540253066347346#0.8276601715605942	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	17.0#17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0	1#1#1#1	0#0#0#0	0#108#851#897	0#0#0#1	0#0#0#2	0#0#0#7	0#0#0#7	0#7#0#142	0#0#0#0	0#1#0#1	0#1#0#1	3191.json	
12	3#3	0.9334719181060791#0.9334719181060791	0.8444636825861973#0.8444636825861973	0#0	0#0	0#0	1#1	3.77#3.77	0#0	1#1	14.0#14.0	132.61029052734375#132.61029052734375	0#0	0#0	0#0	0#2	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	11590.json	
92	12	3.745663270819932E-4	1.3217501356960789E-9	0	0	0	1	2.98	0	15	137.0	95.69479370117188	0	1	7	0	0	0	0	0	0	0	0	0	12805.json	
823	7#6#5	0.055653855204582214#0.04383794963359833#0.08216018229722977	0.1347787924083904#0.14185707610898238#0.28267082912020053	0#0#0	0#0#0	0#0#0	1#1#1	8.24#10.99#11.97	2#1#0	4#4#3	44.0#41.0#32.0	111.95722198486328#114.82167053222656#118.98002624511719	0#0#0	1#1#1	0#0#0	0#1#100	0#2#2	0#5#5	0#18#37	0#25#47	0#14#5	0#0#0	0#0#0	0#0#0	9979.json	
1689	3#3	0.9478926062583923#0.9478926062583923	0.8594635647024007#0.8594635647024007	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	1#1	0#0	0#839	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	326.json	
1258	7#5#5	0.10250073671340942#0.06684595346450806#0.06684595346450806	0.1732651665520223#0.04062105895991073#0.04062105895991073	0#0#0	0#0#0	0#0#0	1#1#1	10.84#10.85#10.85	0#0#0	12#12#12	42.0#45.0#45.0	111.89190673828125#116.79476165771484#116.79476165771484	0#0#0	0#0#0	0#0#0	0#395#408	0#1#0	0#2#0	0#23#0	0#3#0	0#14#0	0#0#0	0#0#0	0#0#0	2812.json	
824	3#3	0.7962976694107056#0.7282016277313232	0.8651253246681552#0.8669510200278134	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#20	0#1	0#2	0#7	0#7	0#142	0#0	0#1	0#1	2253.json	
754	4	0.1997661143541336	0.2916066405034857	0	0	0	1	4.0	0	3	31.0	122.68119049072266	0	2	1	0	0	0	0	0	0	0	0	0	5045.json	
719	3	0.6996514797210693	0.8400584502994184	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	3686.json	
2217	4#4#4	0.13997143507003784#0.14772257208824158#0.14772257208824158	0.34496094433130925#0.3275012078144086#0.3275012078144086	0#0#0	0#0#0	0#0#0	1#1#1	9.8#9.8#9.8	0#0#0	2#2#2	28.0#28.0#28.0	123.46312713623047#123.37332153320312#123.37332153320312	0#0#0	0#0#0	0#0#0	0#1191#1366	0#1#0	0#2#0	0#11#0	0#11#0	0#2#0	0#0#0	0#0#0	0#0#0	1454.json	
607	3	0.15053078532218933	0.6859963488447905	0	0	0	1	3.77	0	1	19.0	130.57513427734375	0	1	0	0	0	0	0	0	0	0	0	0	4917.json	
1072	3#3#3	0.3242272734642029#0.3242272734642029#0.3242272734642029	0.8926413750148796#0.8926413750148796#0.8926413750148796	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125	0#0#0	0#0#0	0#0#0	0#17#221	0#0#0	0#0#0	0#0#0	0#0#0	0#1#0	0#0#0	0#1#0	0#1#0	2013.json	
132	3	0.7722440958023071	0.8629502634844279	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	4795.json	
805	3	0.0031002520117908716	0.32613316167450035	0	0	0	1	3.77	0	0	28.0	128.21994018554688	0	1	0	0	0	0	0	0	0	0	0	0	1731.json	
1867	8#8#8#8	0.35668787360191345#0.35668787360191345#0.35668787360191345#0.35668787360191345	0.814448552489351#0.814448552489351#0.814448552489351#0.814448552489351	0#0#0#0	0#0#0#0	0#0#0#0	2#2#2#2	5.66#5.66#5.66#5.66	1#1#1#1	1#1#1#1	26.0#26.0#26.0#26.0	112.48587799072266#112.48587799072266#112.48587799072266#112.48587799072266	0#0#0#0	0#0#0#0	0#0#0#0	0#1015#1015#1016	0#0#0#0	0#0#0#0	0#0#0#0	0#0#0#0	0#0#3#0	0#0#0#0	0#0#0#0	0#0#0#0	2546.json	
463	3#3	0.27308377623558044#0.0835651233792305	0.5566499335736115#0.5164717585652582	0#0	0#0	0#0	1#1	3.77#3.77	0#0	1#2	20.0#23.0	130.07347106933594#129.2428436279297	0#0	0#0	0#0	0#0	0#2	0#4	0#26	0#26	0#2	0#0	0#0	0#0	6926.json	
2321	8#8#8#8#8	0.347301721572876#0.4470960795879364#0.5749921202659607#0.5595321655273438#0.5595321655273438	0.038912158772803664#0.05878410398587868#0.08397081701702437#0.08085832059684439#0.08085832059684439	1#1#1#1#1	1#1#1#1#1	2#2#2#2#2	2#2#2#2#2	4.8#4.8#4.8#4.8#4.8	1#1#1#1#1	2#2#2#2#2	51.0#49.0#47.0#47.0#47.0	108.18831634521484#108.45081329345703#108.72457885742188#108.72457885742188#108.72457885742188	0#0#0#0#0	1#1#1#1#1	1#1#1#1#1	0#841#857#1255#1471	0#1#1#1#0	0#2#2#2#0	0#5#8#4#0	0#5#8#4#0	0#15#8#8#0	0#0#0#0#0	0#0#1#0#0	0#0#1#0#0	11728.json	
2269	3#3#3#3	0.15772369503974915#0.27826568484306335#0.27826568484306335#0.005668841768056154	0.7075073038455143#0.5176534107583459#0.5176534107583459#0.33935673966927815	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	1#1#1#1	20.0#24.0#24.0#28.0	130.07347106933594#128.92515563964844#128.92515563964844#127.94976043701172	0#0#0#0	0#0#0#0	0#0#0#0	0#805#1418#2218	0#2#0#1	0#4#0#2	0#37#0#19	0#37#0#19	0#78#0#54	0#0#0#0	0#0#0#0	0#0#0#0	11685.json	
974	3#3#3	0.6405836939811707#0.6587998270988464#0.6405836939811707	0.7903437280678575#0.7964269444605337#0.7903437280678575	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344	0#0#0	1#1#1	0#0#0	0#0#124	0#3#0	0#6#0	0#3#3	0#0#0	0#1#0	0#0#0	0#0#0	0#0#0	2773.json	
857	3#3	0.8026396036148071#0.8026396036148071	0.8808276183860256#0.8808276183860256	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#7	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	8473.json	
803	3	0.5693814754486084	0.8162133097979014	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	2121.json	
1229	3#3#3	0.8241248726844788#0.8241248726844788#0.8241248726844788	0.8805980716658428#0.8805980716658428#0.8805980716658428	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125	0#0#0	0#0#0	0#0#0	0#173#379	0#0#0	0#0#0	0#0#0	0#0#0	0#90#0	0#0#0	0#1#0	0#1#0	5570.json	
22	18#19	1.9647149019874632E-4#0.0	4.358934187139442E-9#4.955073831566046E-11	1#1	1#1	2#2	2#2	9.54#9.3	3#3	23#27	153.0#175.0	88.67078399658203#86.95799255371094	0#0	1#1	2#2	0#4	0#1	0#1	0#108	0#113	0#1	0#0	0#1	0#0	12972.json	
544	3#3	0.654504656791687#0.654504656791687	0.7856881677030522#0.7856881677030522	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.28770446777344#131.28770446777344	0#0	1#1	0#0	0#10	0#0	0#0	0#0	0#0	0#1	0#0	0#0	0#0	2953.json	
1104	4#4#4	0.15527668595314026#0.15527668595314026#0.15527668595314026	0.4134637609095361#0.4134637609095361#0.4134637609095361	2#2#2	2#2#2	4#4#4	2#2#2	6.63#6.63#6.63	0#0#0	0#0#0	29.0#29.0#29.0	122.87683868408203#122.87683868408203#122.87683868408203	0#0#0	3#3#3	0#0#0	0#253#549	0#0#1	0#0#2	0#0#2	0#0#2	0#0#294	0#0#0	0#0#1	0#0#1	2094.json	
1549	3#3#3#4#3	0.49934878945350647#0.364641934633255#0.364641934633255#0.3235492706298828#0.48071473836898804	0.7537541878929076#0.8300557654155055#0.8300557654155055#0.6841190896229513#0.7313972264336309	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	3.77#3.77#3.77#4.0#3.77	0#0#0#0#0	2#0#0#2#1	17.0#14.0#14.0#21.0#16.0	131.43582153320312#132.79563903808594#132.79563903808594#125.39425659179688#131.75106811523438	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	0#229#698#795#956	0#1#0#2#0	0#2#0#3#1	0#34#0#49#32	0#34#0#50#33	0#9#0#8#6	0#0#0#0#0	0#0#0#1#0	0#0#0#1#0	2942.json	
1242	3#3	0.5666608214378357#0.5666608214378357	0.6361729076795885#0.6361729076795885	0#0	0#0	0#0	1#1	3.77#3.77	0#0	1#1	19.0#19.0	130.45266723632812#130.45266723632812	0#0	0#0	0#0	0#392	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	1475.json	
2425	7#7#7#7#7#7#7#7#15#15#15#11#3#3#3#3	0.02788836508989334#0.02788836508989334#0.02788836508989334#0.02788836508989334#0.02788836508989334#0.02788836508989334#0.02788836508989334#0.02788836508989334#0.004697725176811218#0.010235226713120937#0.017780747264623642#0.17616920173168182#0.21899014711380005#0.21899014711380005#0.1890740841627121#0.1890740841627121	0.06735247252133329#0.06735247252133329#0.06735247252133329#0.06735247252133329#0.06735247252133329#0.06735247252133329#0.06735247252133329#0.06735247252133329#3.2173597081758105E-5#3.071358045197174E-5#8.041206520807951E-5#0.14273608844703764#0.7899942511925719#0.7899942511925719#0.7806893412613013#0.7806893412613013	1#1#1#1#1#1#1#1#1#1#1#1#0#0#0#0	2#2#2#2#2#2#2#2#2#2#2#2#0#0#0#0	3#3#3#3#3#3#3#3#3#3#3#3#0#0#0#0	2#2#2#2#2#2#2#2#3#3#3#2#1#1#1#1	7.92#7.92#7.92#7.92#7.92#7.92#7.92#7.92#5.99#4.59#4.59#4.82#3.77#3.77#3.77#3.77	1#1#1#1#1#1#1#1#1#1#1#1#0#0#0#0	2#2#2#2#2#2#2#2#3#4#4#3#0#0#0#0	47.0#47.0#47.0#47.0#47.0#47.0#47.0#47.0#101.0#101.0#95.0#53.0#17.0#17.0#17.0#17.0	111.01065063476562#111.01065063476562#111.01065063476562#111.01065063476562#111.01065063476562#111.01065063476562#111.01065063476562#111.01065063476562#93.71272277832031#93.67909240722656#93.96492004394531#103.0637435913086#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#3#4#4#2#0#0#0#0	0#26#26#26#26#44#49#55#369#567#1363#1365#1510#1553#1568#1575	0#0#0#0#0#0#0#0#11#3#1#3#3#0#1#0	0#0#0#0#0#0#0#0#14#6#2#10#14#0#2#0	0#0#0#0#0#0#0#0#258#59#25#158#304#0#5#0	0#0#0#0#0#0#0#0#277#58#25#169#323#0#5#0	0#1#39#0#50#74#0#1#6#5#314#6#11#62#14#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#1#0#1#0#0#0#1#0#0	0#0#0#0#0#0#0#1#0#1#0#0#0#1#0#0	8464.json	
872	3#3#3	0.553915798664093#0.553915798664093#0.553915798664093	0.6411856749922424#0.6411856749922424#0.6411856749922424	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	1#1#1	21.0#21.0#21.0	129.93223571777344#129.93223571777344#129.93223571777344	0#0#0	1#1#1	0#0#0	0#22#129	0#0#0	0#0#0	0#0#0	0#0#0	0#0#184	0#0#0	0#0#1	0#0#1	7870.json	
628	3#3	0.12438908219337463#0.040536485612392426	0.4404764899505414#0.14141735544457065	0#0	0#0	0#0	1#1	3.77#3.77	0#0	3#4	25.0#32.0	128.91311645507812#127.17654418945312	0#0	1#1	0#0	0#492	0#1	0#2	0#25	0#25	0#3	0#0	0#0	0#0	88.json	
1975	9#10#6#22#22#23#5#8#7#7#6	0.040205903351306915#0.027538545429706573#0.26112625002861023#0.0#0.0#0.0#0.11333075910806656#0.08122093975543976#0.12523619830608368#0.12523619830608368#0.20262309908866882	0.3119775718734683#0.06999061596909659#0.5520745995526162#1.2107880576330569E-5#1.2320280030006044E-5#2.7583771511399815E-6#0.8297167050020342#0.6602766728209992#0.5585194069477327#0.5585194069477327#0.5208764953506867	1#2#0#5#5#5#0#0#0#0#0	1#2#0#5#5#5#0#0#0#0#0	2#4#0#10#10#10#0#0#0#0#0	2#2#1#6#6#6#1#1#1#1#1	5.33#6.97#5.5#4.6#4.6#4.51#7.16#7.75#6.05#6.05#5.5	1#1#0#1#1#1#0#0#0#0#0	2#4#1#17#17#19#1#1#1#1#1	44.0#54.0#31.0#129.0#129.0#138.0#21.0#33.0#33.0#33.0#32.0	107.4930648803711#104.33064270019531#116.2755126953125#85.77226257324219#85.77226257324219#84.62080383300781#121.54438018798828#111.28996276855469#113.45317077636719#113.45317077636719#116.20022583007812	0#0#0#0#0#0#0#0#0#0#0	1#2#2#2#2#2#2#2#2#2#2	1#1#1#2#2#2#0#1#1#1#1	0#311#311#314#314#321#525#536#973#1125#1762	0#3#0#16#4#1#3#5#7#0#1	0#5#4#16#8#1#24#7#14#0#2	0#79#158#617#36#58#786#108#12#0#11	0#75#163#664#36#60#841#108#7#0#7	0#4#4#4#4#7#12#10#10#0#739	0#0#0#0#0#0#0#0#0#0#0	0#1#1#0#0#0#0#0#0#0#0	0#1#1#0#0#0#0#0#0#0#0	2742.json	
164	3#3	0.41432639956474304#0.33440500497817993	0.5213974901775588#0.6096123024959585	0#0	0#0	0#0	1#1	3.77#3.77	0#0	2#1	23.0#21.0	129.14646911621094#129.7158966064453	0#0	1#1	0#0	0#63	0#1	0#2	0#19	0#19	0#3	0#0	0#1	0#1	4257.json	
2209	14#14#14#12#12#11#11#11	0.09633936733007431#0.09169867634773254#0.09169867634773254#0.22142209112644196#0.27245795726776123#0.52862149477005#0.52862149477005#0.52862149477005	0.027317714724590228#0.027738459299578876#0.027738459299578876#0.07310725831298608#0.07122923797430374#0.12389787176443125#0.12389787176443125#0.12389787176443125	3#3#3#2#2#2#2#2	4#4#4#3#3#3#3#3	7#7#7#5#5#5#5#5	5#5#5#4#4#4#4#4	12.09#12.09#12.09#12.58#12.58#11.03#11.03#11.03	3#3#3#3#3#3#3#3	6#6#6#5#5#5#5#5	70.0#70.0#70.0#60.0#60.0#54.0#54.0#54.0	96.89739990234375#96.89739990234375#96.89739990234375#100.54908752441406#100.54908752441406#102.57291412353516#102.57291412353516#102.57291412353516	0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1	0#0#0#0#0#0#0#0	0#17#22#766#825#1071#1154#1358	0#2#0#4#1#3#0#0	0#4#0#10#2#7#0#0	0#20#0#111#15#22#0#0	0#20#0#118#15#15#0#0	0#10#0#22#2#3#1#0	0#0#0#1#0#0#0#0	0#0#0#1#0#0#1#0	0#0#0#1#0#0#1#0	7284.json	
912	3#3	0.25319957733154297#0.25319957733154297	0.6290064861810633#0.6290064861810633	0#0	0#0	0#0	1#1	3.77#3.77	0#0	1#1	22.0#22.0	129.69032287597656#129.69032287597656	0#0	1#1	0#0	0#62	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	11890.json	
92	3	0.7654839158058167	0.8414449117283904	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	12814.json	
1011	3#3#3#3	0.36253735423088074#0.36253735423088074#0.36253735423088074#0.36253735423088074	0.6984829644555592#0.6984829644555592#0.6984829644555592#0.6984829644555592	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	19.0#19.0#19.0#19.0	130.34019470214844#130.34019470214844#130.34019470214844#130.34019470214844	0#0#0#0	0#0#0#0	0#0#0#0	0#8#161#728	0#0#0#0	0#0#0#0	0#0#0#0	0#0#0#0	0#0#0#7	0#0#0#0	0#0#0#1	0#0#0#1	3156.json	
1383	23#25#30#30	8.058804087340832E-4#5.267413798719645E-4#2.1768882288597524E-4#2.1768882288597524E-4	6.047896367155259E-6#3.142718070687731E-6#1.1776212249350158E-9#1.1776212249350158E-9	5#6#6#6	4#5#5#5	9#11#11#11	4#4#4#4	11.43#11.97#13.34#13.34	1#1#1#1	14#15#24#24	125.0#133.0#177.0#177.0	85.26171875#83.58834838867188#78.87203979492188#78.87203979492188	0#0#0#0	2#2#2#2	2#2#3#3	0#43#141#533	0#2#8#0	0#2#12#0	0#100#330#0	0#87#302#0	0#1#80#0	0#0#0#0	0#0#1#0	0#0#1#0	9701.json	
712	11	0.170070618391037	0.10727679183463647	2	2	4	4	6.9	2	1	53.0	102.42381286621094	0	1	1	0	0	0	0	0	0	0	0	0	6292.json	
642	12	0.010145665146410465	0.0016208726280924023	1	1	2	3	8.33	1	1	71.0	99.19503021240234	0	2	2	0	0	0	0	0	0	0	0	0	8305.json	
2474	21#21#21#23#23#23#23#23#23#29#29#29#20#11#10	0.009423603303730488#0.009423603303730488#0.009423603303730488#0.011512111872434616#0.011512111872434616#0.011512111872434616#0.011512111872434616#0.011512111872434616#0.011512111872434616#0.002322679152712226#0.0014465695712715387#0.0014465695712715387#0.01951346918940544#0.023816779255867004#0.01642048917710781	1.2686588353221062E-6#1.2686588353221062E-6#1.2686588353221062E-6#2.91259850722284E-6#2.91259850722284E-6#2.91259850722284E-6#2.91259850722284E-6#2.91259850722284E-6#2.91259850722284E-6#6.27060523757587E-7#3.211135473081343E-7#3.211135473081343E-7#1.370142388182556E-5#0.006724722522802726#0.005662119362482127	4#4#4#4#4#4#4#4#4#6#6#6#4#2#2	4#4#4#4#4#4#4#4#4#6#7#7#4#2#2	8#8#8#8#8#8#8#8#8#12#13#13#8#4#4	5#5#5#5#5#5#5#5#5#7#7#7#5#3#3	7.19#7.19#7.19#6.97#6.97#6.97#6.97#6.97#6.97#6.78#7.17#7.17#7.28#6.67#5.06	2#2#2#2#2#2#2#2#2#2#2#2#2#1#1	9#9#9#9#9#9#9#9#9#8#8#8#6#3#3	129.0#129.0#129.0#129.0#129.0#129.0#129.0#129.0#129.0#150.0#152.0#152.0#117.0#66.0#65.0	86.34166717529297#86.34166717529297#86.34166717529297#84.867919921875#84.867919921875#84.867919921875#84.867919921875#84.867919921875#84.867919921875#79.84010314941406#79.7166748046875#79.7166748046875#87.7613296508789#101.21864318847656#102.88626098632812	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	3#3#3#3#3#3#3#3#3#3#3#3#3#3#3	2#2#2#2#2#2#2#2#2#3#3#3#2#1#1	0#75#75#75#75#93#93#93#100#205#1498#1624#1770#1787#2261	0#0#0#0#0#0#0#0#0#11#5#0#4#2#1	0#0#0#0#0#0#0#0#0#16#10#0#17#13#2	0#0#0#9#0#0#0#0#0#147#37#0#244#218#13	0#0#0#0#0#0#0#0#0#167#45#0#276#260#7	0#1#39#0#50#74#0#34#0#68#1#0#22#17#739	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#1#0	0#0#0#0#0#0#1#1#0#0#0#0#0#0#0	12011.json	
746	3#3#3	0.8402604460716248#0.8402604460716248#0.8210168480873108	0.8508424439818643#0.8508424439818643#0.9056381805906586	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#13.0	132.4454345703125#132.4454345703125#132.9956512451172	0#0#0	0#0#0	0#0#0	0#6#532	0#0#1	0#0#2	0#0#7	0#0#7	0#0#739	0#0#0	0#0#0	0#0#0	8351.json	
92	7	0.007973065599799156	6.605198699403092E-6	0	0	0	1	7.41	0	11	90.0	107.05274200439453	0	1	2	0	0	0	0	0	0	0	0	0	12806.json	
1166	5#5#5	0.0296008363366127#0.026960719376802444#0.026960719376802444	0.10644591220177355#0.11801311448061819#0.11801311448061819	0#0#0	0#0#0	0#0#0	1#1#1	3.92#3.92#3.92	0#0#0	3#3#3	39.0#39.0#39.0	117.79822540283203#117.79822540283203#117.79822540283203	0#0#0	0#0#0	1#1#1	0#28#315	0#3#0	0#6#0	0#15#0	0#15#0	0#3#0	0#0#0	0#0#0	0#0#0	1581.json	
1917	8#8#7	0.02887740731239319#0.02887740731239319#0.019462697207927704	0.006842783447437839#0.006842783447437839#0.0060675494129289655	1#1#1	1#1#1	2#2#2	2#2#2	7.42#7.42#5.11	1#1#1	7#7#7	60.0#60.0#59.0	107.29112243652344#107.29112243652344#109.59381866455078	0#0#0	0#0#0	1#1#1	0#1067#1704	0#0#1	0#0#2	0#0#12	0#0#7	0#0#739	0#0#0	0#0#0	0#0#0	10520.json	
1410	3#3	0.6740363836288452#0.6740363836288452	0.9008926198717482#0.9008926198717482	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	1#1	0#0	0#560	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	194.json	
738	12#9#14#12#12#12#13	0.9133234024047852#0.00852504838258028#0.008050477132201195#0.9133234024047852#0.9115698337554932#0.8851969838142395#0.810976505279541	1.242903276792162E-6#0.0024754942455698517#7.898357604650181E-6#1.242903276792162E-6#1.7825478119735293E-6#9.015799317299831E-7#2.0580815621514824E-7	1#0#1#1#1#1#1	1#0#1#1#1#1#1	2#0#2#2#2#2#2	2#1#2#2#2#2#2	6.07#7.0#8.34#6.07#6.07#6.07#5.84	0#0#1#0#0#0#0	10#9#13#10#10#11#13	113.0#69.0#105.0#113.0#111.0#114.0#123.0	96.94022369384766#104.69835662841797#94.72969818115234#96.94022369384766#97.0330810546875#96.86177825927734#95.10748291015625	0#0#0#0#0#0#0	2#2#2#2#2#2#2	5#3#4#5#5#5#5	0#154#166#182#185#262#405	0#1#6#4#1#1#1	0#5#7#10#2#2#1	0#223#197#356#2#28#69	0#229#202#363#2#28#71	0#6#1#20#39#53#4	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	7962.json	
605	3	0.4786372482776642	0.7847602502650276	0	0	0	1	3.77	0	1	17.0	131.43582153320312	0	0	0	0	0	0	0	0	0	0	0	0	6816.json	
473	3	0.6825698614120483	0.8461443262333808	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	3743.json	
1347	4#4	0.1359563022851944#0.1359563022851944	0.5964581589098275#0.5964581589098275	0#0	0#0	0#0	1#1	6.63#6.63	0#0	0#0	23.0#23.0	124.39620971679688#124.39620971679688	0#0	4#4	0#0	0#497	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	1268.json	
340	3#3#3	0.5783331394195557#0.5783331394195557#0.5446355938911438	0.8803624544554072#0.8803624544554072#0.9131218042865554	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#13.0	132.4454345703125#132.4454345703125#132.9956512451172	0#0#0	0#0#0	0#0#0	0#6#126	0#0#1	0#0#2	0#0#7	0#0#7	0#3#739	0#0#0	0#0#0	0#0#0	10732.json	
1362	6#6#4	0.037142131477594376#0.037142131477594376#0.19508662819862366	0.7717201364654992#0.7717201364654992#0.650045914504062	0#0#0	0#0#0	0#0#0	1#1#1	8.84#8.84#6.63	0#0#0	0#0#0	23.0#23.0#22.0	118.23019409179688#118.23019409179688#125.15235137939453	0#0#0	2#2#2	0#0#0	0#512#1149	0#0#1	0#0#2	0#0#18	0#0#7	0#0#739	0#0#0	0#0#0	0#0#0	839.json	
1056	4#4#4#4	0.07668667286634445#0.07668667286634445#0.07668667286634445#0.10062045603990555	0.8552129585009357#0.8552129585009357#0.8552129585009357#0.8512727923672757	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	6.63#6.63#6.63#6.63	0#0#0#0	0#0#0#0	18.0#18.0#18.0#18.0	126.4781494140625#126.4781494140625#126.4781494140625#126.4781494140625	0#0#0#0	1#1#1#1	0#0#0#0	0#1#205#345	0#0#0#2	0#0#0#4	0#0#0#25	0#0#0#25	0#1#0#44	0#0#0#0	0#1#0#0	0#1#0#0	1871.json	
256	3	0.653750479221344	0.7876418680475908	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	469.json	
1374	7#7#7	0.07848688960075378#0.07848688960075378#0.07848688960075378	0.518827290686154#0.518827290686154#0.518827290686154	1#1#1	1#1#1	2#2#2	2#2#2	6.05#6.05#6.05	1#1#1	1#1#1	32.0#32.0#32.0	113.3831787109375#113.3831787109375#113.3831787109375	0#0#0	2#2#2	0#0#0	0#318#524	0#0#0	0#0#0	0#0#0	0#0#0	0#90#0	0#0#0	0#1#0	0#1#0	5395.json	
899	10#11#11#9#9	0.006560891401022673#0.0025887764059007168#0.0025887764059007168#0.028172550722956657#0.004340227227658033	2.0320189766186682E-4#2.0604118852381455E-4#2.0604118852381455E-4#0.005960097086522054#0.0027888074499542183	1#1#1#1#1	1#1#1#1#1	2#2#2#2#2	3#3#3#2#2	5.06#6.67#6.67#7.0#7.0	1#1#1#1#1	11#11#11#6#9	87.0#87.0#87.0#66.0#72.0	101.37035369873047#99.82633209228516#99.82633209228516#105.05105590820312#104.65848541259766	0#0#0#0#0	0#0#0#0#0	2#2#2#1#1	0#27#49#156#355	0#0#0#2#2	0#1#0#6#4	0#6#0#111#37	0#0#0#111#27	0#62#0#184#2	0#0#0#0#0	0#1#0#1#0	0#1#0#1#0	3881.json	
870	14#14#16#16#17#19	0.006440465804189444#0.006440465804189444#0.00549806235358119#0.005066764075309038#0.0025334516540169716#0.002078547142446041	0.0011519156653572813#0.0011519156653572813#6.158074816701798E-4#3.1945917027858693E-4#7.033070840909533E-5#1.680838417991455E-5	0#0#1#1#1#2	0#0#1#1#1#2	0#0#2#2#2#4	1#1#2#2#2#3	7.84#7.84#9.33#9.33#7.29#7.51	1#1#2#2#1#2	7#7#7#8#9#11	79.0#79.0#86.0#89.0#99.0#110.0	96.56790161132812#96.56790161132812#93.66695404052734#93.45696258544922#91.89033508300781#89.25154113769531	0#0#0#0#0#0	3#3#3#3#3#3	2#2#2#2#2#2	0#20#593#593#623#851	0#0#4#1#5#3	0#0#6#2#9#4	0#0#39#12#128#64	0#0#51#12#149#57	0#0#25#17#24#6	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	7625.json	
